ticket_id,created_at,first_response_at,resolved_at,priority,status,channel,category_id,assigned_agent_id,requester_department,affected_service,summary,description,escalated,outage_related
188,2024-01-13 20:33:13,2024-01-13 23:06:00.154435972,2024-01-14 02:40:40.800862139,P3,resolved,email,6,5,Operations,peripherals,Email quarantine released but message still missing.,Email quarantine released but message still missing. Reported by John from HR.,False,False
189,2024-01-13 20:43:22,2024-01-13 23:19:26.334315140,2024-01-14 07:17:12.694718978,P3,resolved,email,4,9,Warehouse,saas,Conditional access policy locked out break-glass account.,Conditional access policy locked out break-glass account. Reported by James from Finance.,False,False
190,2024-01-13 20:45:15,2024-01-13 23:29:03.021488626,2024-01-13 23:43:16.125381399,P2,closed,portal,7,9,IT,security,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Shane from HR.,False,False
191,2024-01-14 00:50:51,2024-01-14 04:01:47.948556050,2024-01-14 21:34:13.471458574,P3,resolved,portal,6,8,IT,peripherals,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Robert from Sales.,False,False
192,2024-01-14 01:03:14,2024-01-14 03:41:36.350021968,2024-01-14 22:29:03.923480183,P3,resolved,email,5,5,Sales,business-apps,Docking station no longer drives dual monitors.,Docking station no longer drives dual monitors. Reported by Joshua from Sales.,False,False
193,2024-01-14 01:11:59,2024-01-14 03:03:09.101907029,2024-01-14 18:01:42.801598640,P3,resolved,email,2,2,IT,endpoint,Customer portal SSO redirects to blank page.,Customer portal SSO redirects to blank page. Reported by John from Sales.,False,False
194,2024-01-14 01:28:50,2024-01-14 06:08:00.167057612,2024-01-14 08:12:24.303387929,P3,resolved,portal,4,5,Sales,saas,Sales laptop webcam missing from device manager.,Sales laptop webcam missing from device manager. Reported by Sandra from Operations.,False,False
195,2024-01-14 01:54:59,2024-01-14 16:14:45.178941069,2024-01-16 11:50:13.077186611,P4,resolved,chat,7,1,Sales,security,New contractor needs temporary access to WMS.,New contractor needs temporary access to WMS. Reported by Scott from Sales.,False,False
196,2024-01-14 02:06:01,2024-01-14 11:34:29.516847754,2024-01-15 19:27:05.664998260,P4,resolved,email,3,2,HR,network,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Michelle from HR.,False,False
197,2024-01-14 04:28:09,2024-01-14 06:43:08.898876010,2024-01-14 06:38:06.936744118,P2,resolved,chat,6,4,Finance,peripherals,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Andrea from Warehouse.,False,False
198,2024-01-14 06:43:19,2024-01-14 07:17:32.652518090,2024-01-14 09:56:25.616809238,P2,resolved,phone,7,7,Sales,security,New hire missing access to onboarding portal.,New hire missing access to onboarding portal. Reported by Brent from HR.,False,False
199,2024-01-14 06:52:05,2024-01-14 11:33:39.516830174,2024-01-15 03:58:11.451745961,P3,resolved,chat,5,8,HR,business-apps,Conference room display shows no HDMI signal.,Conference room display shows no HDMI signal. Reported by Yvette from Finance.,False,False
200,2024-01-14 09:39:29,2024-01-14 11:23:03.882485718,2024-01-14 14:42:25.423421690,P2,resolved,portal,5,7,Sales,business-apps,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Mary from HR.,False,False
201,2024-01-14 10:27:54,2024-01-14 16:19:49.575596412,2024-01-14 21:42:55.176959512,P3,resolved,chat,2,3,Sales,endpoint,Customer portal SSO redirects to blank page.,Customer portal SSO redirects to blank page. Reported by Tanya from Warehouse.,False,False
202,2024-01-14 16:29:19,2024-01-14 18:46:09.427491174,2024-01-15 06:36:37.040605607,P3,closed,chat,4,8,IT,saas,Slack notifications delayed for customer support queue.,Slack notifications delayed for customer support queue. Reported by Sara from Warehouse.,False,False
203,2024-01-14 17:19:21,2024-01-15 07:55:23.414625760,2024-01-17 06:43:57.630280386,P4,resolved,chat,1,10,IT,identity,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Melinda from Warehouse.,False,False
204,2024-01-14 20:34:14,2024-01-15 01:56:30.985708364,2024-01-15 18:28:46.044528540,P3,resolved,email,1,7,Operations,identity,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Gabriel from Sales.,True,False
205,2024-01-14 22:17:34,2024-01-15 13:48:44.042947246,2024-01-16 12:26:20.347133059,P4,closed,email,5,8,IT,business-apps,VPN client update failed with rollback error.,VPN client update failed with rollback error. Reported by Todd from Warehouse.,False,False
206,2024-01-14 23:58:03,2024-01-15 01:31:06.233186103,2024-01-15 20:56:46.863592011,P3,closed,email,2,9,Warehouse,endpoint,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Jason from Warehouse.,False,False
207,2024-01-15 01:29:30,2024-01-15 06:00:42.028093320,2024-01-17 04:28:48.989449566,P4,resolved,email,3,8,IT,network,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Richard from Operations.,False,False
208,2024-01-15 02:15:11,2024-01-15 04:26:45.556655220,2024-01-15 12:34:37.841249912,P3,resolved,chat,3,9,Finance,network,Printer on dock 4 is stuck in offline state.,Printer on dock 4 is stuck in offline state. Reported by Brian from Sales.,False,False
209,2024-01-15 03:14:42,2024-01-15 16:55:27.632354041,2024-01-16 11:00:59.846540155,P4,closed,email,4,3,IT,saas,VPN outage reported by remote finance staff.,VPN outage reported by remote finance staff. Reported by Nicholas from Finance.,False,False
210,2024-01-15 03:15:57,2024-01-15 17:59:20.570057053,2024-01-16 17:41:08.350004293,P4,closed,chat,6,4,Sales,peripherals,Service account password expired on integration job.,Service account password expired on integration job. Reported by Tricia from Operations.,False,False
211,2024-01-15 05:38:02,2024-01-15 12:38:53.869651389,2024-01-15 17:40:27.132106929,P3,resolved,portal,4,2,Operations,saas,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Joseph from Operations.,False,False
212,2024-01-15 05:59:30,2024-01-15 13:00:55.471578428,2024-01-15 18:28:18.175698853,P3,resolved,portal,7,2,Sales,security,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Kristen from Sales.,False,False
213,2024-01-15 06:17:55,2024-01-15 16:56:19.302683892,2024-01-17 02:17:27.995227127,P4,resolved,email,4,6,Finance,saas,User cannot map shared drive from new laptop.,User cannot map shared drive from new laptop. Reported by Spencer from Sales.,False,False
214,2024-01-15 08:24:39,2024-01-15 11:24:47.891445481,,P3,in_progress,email,8,10,Operations,voice,M365 outage causing login failures across offices.,M365 outage causing login failures across offices. Reported by Rodney from Sales.,False,False
215,2024-01-15 14:32:15,2024-01-15 19:11:44.884812314,2024-01-15 21:15:21.658344361,P3,resolved,email,8,3,Sales,voice,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Susan from Finance.,False,False
216,2024-01-15 15:28:21,2024-01-15 17:24:35.376936804,2024-01-15 23:52:35.944349181,P3,closed,phone,4,8,Operations,saas,Teams meeting room camera flickers after restart.,Teams meeting room camera flickers after restart. Reported by Wendy from Operations.,False,False
217,2024-01-15 15:49:39,2024-01-15 21:44:09.384018763,2024-01-16 15:58:54.966145710,P4,resolved,email,7,1,Operations,security,VPN fails only for users in Phoenix office.,VPN fails only for users in Phoenix office. Reported by Angela from Operations.,False,False
218,2024-01-15 19:09:11,2024-01-15 19:45:25.488604391,2024-01-15 20:06:31.858567414,P1,resolved,email,4,10,Operations,saas,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Jennifer from Finance.,True,False
219,2024-01-15 19:32:41,2024-01-16 01:23:10.951671984,2024-01-16 03:52:08.054139306,P3,resolved,email,8,6,Warehouse,voice,New contractor needs temporary access to WMS.,New contractor needs temporary access to WMS. Reported by Eric from Sales.,False,False
220,2024-01-15 22:43:15,2024-01-16 00:15:01.773594440,2024-01-16 07:33:39.984615912,P3,resolved,portal,7,5,Sales,security,BitLocker recovery key prompt appears at boot.,BitLocker recovery key prompt appears at boot. Reported by Kenneth from Warehouse.,False,False
221,2024-01-15 23:47:56,2024-01-16 06:48:57.109666535,2024-01-16 20:54:48.710056470,P3,resolved,portal,3,4,HR,network,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Tanya from Sales.,False,False
222,2024-01-16 01:45:59,2024-01-16 04:18:33.142573392,2024-01-18 15:41:19.913393392,P4,closed,phone,3,10,Operations,network,Voicemail transcription unavailable in mobile app.,Voicemail transcription unavailable in mobile app. Reported by Beth from Sales.,False,False
223,2024-01-16 03:11:15,2024-01-16 10:56:48.614031466,2024-01-16 16:37:25.529995466,P3,resolved,email,8,5,IT,voice,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Amy from HR.,False,False
224,2024-01-16 04:11:17,2024-01-16 05:22:43.210541418,2024-01-16 19:26:17.657997174,P3,resolved,email,5,2,Sales,business-apps,Conference room display shows no HDMI signal.,Conference room display shows no HDMI signal. Reported by Julie from Finance.,False,False
225,2024-01-16 04:13:22,2024-01-16 10:57:11.058790621,,P3,in_progress,chat,6,6,Operations,peripherals,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Brian from Sales.,False,False
226,2024-01-16 06:36:00,2024-01-16 09:38:59.709462673,2024-01-16 16:42:55.436960455,P3,resolved,email,6,6,Finance,peripherals,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Breanna from Sales.,False,False
227,2024-01-16 06:41:24,2024-01-17 02:15:30.948589551,2024-01-18 03:37:31.070242588,P4,closed,email,2,8,Warehouse,endpoint,Teams calls dropping audio after two minutes.,Teams calls dropping audio after two minutes. Reported by Wesley from HR.,False,False
228,2024-01-16 07:12:40,2024-01-16 10:09:41.713627774,2024-01-16 14:49:57.027599472,P2,resolved,phone,2,5,Sales,endpoint,User cannot map shared drive from new laptop.,User cannot map shared drive from new laptop. Reported by Melissa from Operations.,True,False
229,2024-01-16 10:05:12,2024-01-16 13:26:33.984757419,2024-01-18 07:49:19.354493376,P4,resolved,portal,8,3,Warehouse,voice,Password reset loop continues after successful change.,Password reset loop continues after successful change. Reported by Eric from Operations.,False,False
230,2024-01-16 10:42:18,2024-01-16 17:50:08.056184989,2024-01-16 22:12:36.596547525,P3,resolved,portal,3,1,IT,network,Finance cannot export month-end AP aging report.,Finance cannot export month-end AP aging report. Reported by Susan from Sales.,False,False
231,2024-01-16 11:12:12,2024-01-16 15:36:34.928977087,,P4,in_progress,phone,7,10,Sales,security,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Christopher from Warehouse.,True,False
232,2024-01-16 13:44:05,2024-01-16 18:37:35.215842612,2024-01-16 19:49:37.914114274,P3,resolved,email,3,2,IT,network,Spam burst hit shared support inbox this morning.,Spam burst hit shared support inbox this morning. Reported by Jacob from Sales.,False,False
233,2024-01-16 15:10:35,2024-01-16 19:08:07.860274418,2024-01-17 04:35:14.023396028,P3,resolved,email,7,4,HR,security,VPN client update failed with rollback error.,VPN client update failed with rollback error. Reported by Brooke from Operations.,False,False
234,2024-01-16 16:28:31,2024-01-16 17:56:35.666352754,,P2,in_progress,email,5,2,IT,business-apps,VPN client update failed with rollback error.,VPN client update failed with rollback error. Reported by Emma from HR.,False,False
235,2024-01-16 17:37:55,2024-01-17 09:53:29.810295921,2024-01-17 17:11:08.464639997,P4,resolved,email,1,3,Finance,identity,CEO calendar delegate can no longer edit events.,CEO calendar delegate can no longer edit events. Reported by Joe from Warehouse.,False,False
236,2024-01-16 18:55:47,2024-01-17 03:38:34.850045994,2024-01-18 12:28:19.931717651,P4,resolved,portal,3,1,Finance,network,Outlook keeps prompting for password on Mac.,Outlook keeps prompting for password on Mac. Reported by David from Operations.,False,False
237,2024-01-16 19:55:02,2024-01-16 23:48:04.893614680,2024-01-17 15:23:18.480090200,P3,resolved,chat,8,4,Warehouse,voice,Teams channels inaccessible during tenant incident.,Teams channels inaccessible during tenant incident. Reported by Pamela from Finance.,False,False
238,2024-01-16 21:22:21,2024-01-17 13:26:53.373431580,2024-01-18 16:30:34.194546046,P4,resolved,phone,2,10,IT,endpoint,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by John from Finance.,False,False
239,2024-01-16 22:46:05,2024-01-17 05:45:39.802684415,2024-01-17 19:07:53.177414280,P3,resolved,chat,2,3,Operations,endpoint,VPN fails only for users in Phoenix office.,VPN fails only for users in Phoenix office. Reported by Brooke from Warehouse.,False,False
240,2024-01-17 01:34:32,2024-01-17 08:45:17.305510631,2024-01-17 09:34:02.867237038,P3,resolved,phone,2,10,Sales,endpoint,Conference room display shows no HDMI signal.,Conference room display shows no HDMI signal. Reported by Christine from Sales.,False,False
241,2024-01-17 03:41:40,2024-01-17 06:03:02.725635914,2024-01-18 17:39:33.738295732,P4,resolved,portal,5,7,Warehouse,business-apps,Laptop blue-screened during payroll export.,Laptop blue-screened during payroll export. Reported by Robert from Finance.,False,False
242,2024-01-17 04:39:19,2024-01-17 07:11:47.830643933,2024-01-17 10:20:28.853705460,P2,resolved,email,7,9,IT,security,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Brandy from Operations.,False,False
243,2024-01-17 06:09:12,2024-01-17 21:23:23.061956151,2024-01-18 02:03:39.198606243,P4,resolved,email,8,7,Finance,voice,Teams calls dropping audio after two minutes.,Teams calls dropping audio after two minutes. Reported by Alexandra from Operations.,False,False
244,2024-01-17 10:28:41,2024-01-17 15:11:41.603238828,2024-01-19 20:23:06.178133985,P4,resolved,portal,8,10,Sales,voice,Teams channels inaccessible during tenant incident.,Teams channels inaccessible during tenant incident. Reported by Sarah from Warehouse.,False,False
245,2024-01-17 11:57:54,2024-01-17 16:47:19.380424311,2024-01-19 22:19:59.458547114,P4,closed,email,8,6,Finance,voice,Warehouse tablet battery draining within one shift.,Warehouse tablet battery draining within one shift. Reported by James from HR.,False,False
246,2024-01-17 12:54:32,2024-01-18 04:43:38.320056602,2024-01-18 21:29:46.408802970,P4,resolved,email,8,9,HR,voice,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Jennifer from HR.,False,False
247,2024-01-17 12:58:53,2024-01-17 20:57:07.813977623,2024-01-18 05:32:34.791158234,P3,resolved,phone,5,1,Operations,business-apps,Spam burst hit shared support inbox this morning.,Spam burst hit shared support inbox this morning. Reported by John from Finance.,False,False
248,2024-01-17 13:29:50,2024-01-17 17:21:51.881653188,2024-01-18 00:28:41.592900216,P3,resolved,email,7,10,IT,security,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Randy from Sales.,False,False
249,2024-01-17 15:21:43,2024-01-17 17:13:52.847659381,2024-01-17 20:52:18.113846543,P2,resolved,chat,6,1,Sales,peripherals,CEO calendar delegate can no longer edit events.,CEO calendar delegate can no longer edit events. Reported by Emily from HR.,False,False
250,2024-01-17 17:41:51,2024-01-18 04:23:02.507979904,2024-01-20 09:25:12.838875218,P4,resolved,email,2,2,HR,endpoint,Slack notifications delayed for customer support queue.,Slack notifications delayed for customer support queue. Reported by Kevin from Warehouse.,False,False
251,2024-01-17 22:40:25,2024-01-18 00:11:59.994236789,2024-01-18 01:08:48.224083376,P2,resolved,portal,1,8,Operations,identity,ERP purchase order screen timing out for AP team.,ERP purchase order screen timing out for AP team. Reported by Leslie from Sales.,False,False
252,2024-01-18 02:13:03,2024-01-18 08:48:29.160808498,2024-01-18 21:31:52.133061482,P4,resolved,portal,1,3,Warehouse,identity,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Karen from HR.,False,False
253,2024-01-18 02:22:59,2024-01-18 06:53:10.711532985,2024-01-18 17:03:14.079310994,P3,resolved,email,3,1,Finance,network,MFA push not arriving on replacement phone.,MFA push not arriving on replacement phone. Reported by Charles from Finance.,False,False
254,2024-01-18 02:41:22,2024-01-18 04:25:34.772372390,,P2,pending,email,4,9,Finance,saas,New contractor needs temporary access to WMS.,New contractor needs temporary access to WMS. Reported by Stephen from HR.,False,False
255,2024-01-18 04:25:34,2024-01-18 06:20:38.938348493,2024-01-18 06:54:33.368147568,P2,resolved,portal,6,6,Operations,peripherals,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Yolanda from HR.,False,False
256,2024-01-18 06:22:48,2024-01-18 12:10:35.680384704,2024-01-19 02:13:49.884132442,P4,resolved,portal,5,5,Finance,business-apps,Distribution center users cannot reach file server.,Distribution center users cannot reach file server. Reported by Wendy from Warehouse.,False,False
257,2024-01-18 07:55:17,2024-01-18 13:41:37.733202592,2024-01-18 17:44:56.665137922,P3,resolved,email,3,4,Operations,network,Sales laptop webcam missing from device manager.,Sales laptop webcam missing from device manager. Reported by Charles from HR.,False,False
258,2024-01-18 07:55:55,2024-01-18 12:26:21.965693810,2024-01-19 01:34:53.791906502,P3,resolved,portal,6,8,HR,peripherals,CEO calendar delegate can no longer edit events.,CEO calendar delegate can no longer edit events. Reported by Jason from HR.,False,False
259,2024-01-18 08:15:14,2024-01-18 08:52:15.345362682,2024-01-18 12:03:44.088632229,P2,resolved,email,7,4,Finance,security,Spam burst hit shared support inbox this morning.,Spam burst hit shared support inbox this morning. Reported by Joseph from Warehouse.,False,False
260,2024-01-18 09:32:44,2024-01-18 14:03:04.485875351,2024-01-18 17:56:51.088020380,P3,resolved,email,2,6,Finance,endpoint,Scanner cradle not charging overnight.,Scanner cradle not charging overnight. Reported by Sarah from Finance.,False,False
261,2024-01-18 10:52:10,2024-01-19 02:57:09.187859082,2024-01-20 02:59:32.273451889,P4,resolved,phone,3,2,Sales,network,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Nicole from Operations.,False,False
262,2024-01-18 14:31:25,2024-01-18 19:22:33.998630322,2024-01-19 05:47:42.889454523,P3,resolved,email,8,4,IT,voice,Voicemail transcription unavailable in mobile app.,Voicemail transcription unavailable in mobile app. Reported by Natasha from Operations.,False,False
263,2024-01-18 16:38:26,2024-01-18 21:36:06.405177530,2024-01-19 13:11:37.148039874,P3,resolved,portal,8,1,HR,voice,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Mike from Operations.,False,False
264,2024-01-18 18:31:04,2024-01-18 22:37:02.274120104,,P3,in_progress,portal,3,3,HR,network,Spam burst hit shared support inbox this morning.,Spam burst hit shared support inbox this morning. Reported by Eric from Operations.,True,False
265,2024-01-18 19:42:23,2024-01-18 20:27:08.163745779,2024-01-18 22:06:26.908969524,P1,closed,chat,5,4,HR,business-apps,New Zebra printer not visible to shipping station.,New Zebra printer not visible to shipping station. Reported by Martha from Sales.,True,False
266,2024-01-18 23:52:12,2024-01-19 01:21:46.527191845,2024-01-19 09:15:18.549723070,P3,resolved,email,5,8,Operations,business-apps,SSO certificate warning shown on benefits portal.,SSO certificate warning shown on benefits portal. Reported by Jade from Warehouse.,False,False
267,2024-01-19 06:31:46,2024-01-19 07:07:39.714833944,2024-01-19 11:34:59.804511097,P2,resolved,portal,6,9,Finance,peripherals,Teams meeting room camera flickers after restart.,Teams meeting room camera flickers after restart. Reported by Cheryl from Sales.,False,False
268,2024-01-19 09:48:09,2024-01-19 10:27:06.537221434,2024-01-19 12:22:32.562124827,P1,resolved,portal,7,6,HR,security,Conference room display shows no HDMI signal.,Conference room display shows no HDMI signal. Reported by Vanessa from Warehouse.,True,False
269,2024-01-19 14:02:34,2024-01-19 15:10:45.682234531,2024-01-19 20:18:43.356031508,P2,resolved,email,1,10,Warehouse,identity,SSO certificate warning shown on benefits portal.,SSO certificate warning shown on benefits portal. Reported by Destiny from HR.,False,False
270,2024-01-19 14:53:57,2024-01-19 21:23:56.059975254,2024-01-19 23:46:17.426151716,P3,resolved,email,5,4,Sales,business-apps,Printer on dock 4 is stuck in offline state.,Printer on dock 4 is stuck in offline state. Reported by Alan from HR.,False,False
271,2024-01-19 15:37:51,2024-01-20 10:40:52.850073422,,P4,in_progress,chat,2,5,IT,endpoint,M365 outage causing login failures across offices.,M365 outage causing login failures across offices. Reported by Lisa from HR.,False,False
272,2024-01-19 19:02:10,2024-01-19 21:20:31.581234913,,P2,in_progress,portal,7,7,Finance,security,Shared mailbox permissions disappeared overnight.,Shared mailbox permissions disappeared overnight. Reported by Kevin from Warehouse.,False,False
273,2024-01-19 20:12:24,2024-01-20 13:20:54.860948148,2024-01-22 11:15:17.750859079,P4,resolved,email,5,2,HR,business-apps,Scanner firmware update broke keyboard wedge mode.,Scanner firmware update broke keyboard wedge mode. Reported by Elizabeth from Operations.,False,False
274,2024-01-19 20:23:39,2024-01-20 04:09:53.364390082,2024-01-20 07:30:44.692018566,P3,resolved,portal,6,5,IT,peripherals,ERP purchase order screen timing out for AP team.,ERP purchase order screen timing out for AP team. Reported by Sheila from Finance.,False,False
275,2024-01-19 22:01:45,2024-01-20 04:33:17.110551894,2024-01-22 14:58:05.047645093,P4,resolved,portal,8,9,Finance,voice,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Dennis from Finance.,True,False
276,2024-01-20 02:08:56,2024-01-20 03:15:51.497649701,2024-01-20 22:45:36.543305696,P3,resolved,email,7,5,Sales,security,Password reset loop continues after successful change.,Password reset loop continues after successful change. Reported by Darrell from HR.,False,False
277,2024-01-20 02:15:42,2024-01-20 18:41:39.624467988,2024-01-22 00:53:27.316756761,P4,resolved,email,7,10,Finance,security,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Daniel from Sales.,False,False
278,2024-01-20 04:56:46,2024-01-20 15:25:30.919258456,2024-01-21 23:32:06.379908670,P4,resolved,email,7,7,Operations,security,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Angela from Operations.,False,False
279,2024-01-20 05:59:19,2024-01-20 12:55:52.491136195,2024-01-22 11:35:59.688422934,P4,resolved,portal,6,2,HR,peripherals,Mailbox forwarding rule recreated after removal.,Mailbox forwarding rule recreated after removal. Reported by Joseph from Operations.,False,False
280,2024-01-20 11:06:51,2024-01-20 23:11:05.409828429,2024-01-22 16:50:06.587700621,P4,resolved,portal,4,5,HR,saas,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Cassandra from Warehouse.,False,False
281,2024-01-20 11:26:28,2024-01-20 13:12:52.121558754,2024-01-20 15:13:06.512480987,P2,resolved,email,3,4,IT,network,Scanner cradle not charging overnight.,Scanner cradle not charging overnight. Reported by Jennifer from Warehouse.,False,False
282,2024-01-20 11:31:45,2024-01-21 02:53:06.811701330,2024-01-21 15:37:52.675241526,P4,resolved,portal,3,10,Finance,network,New hire missing access to onboarding portal.,New hire missing access to onboarding portal. Reported by James from HR.,False,False
283,2024-01-20 12:08:58,2024-01-21 02:06:36.528492414,2024-01-22 03:40:53.545462886,P4,resolved,chat,5,4,Warehouse,business-apps,Service account password expired on integration job.,Service account password expired on integration job. Reported by Cynthia from Finance.,False,False
284,2024-01-20 16:33:22,2024-01-20 18:48:16.896045164,,P3,pending,portal,7,5,IT,security,Label printer feeds blank stock after maintenance.,Label printer feeds blank stock after maintenance. Reported by Joseph from Warehouse.,False,False
285,2024-01-20 18:23:14,2024-01-20 19:50:00.977089614,2024-01-20 23:24:36.132867584,P2,resolved,email,3,7,IT,network,Suspicious login alert triggered for finance user.,Suspicious login alert triggered for finance user. Reported by Tracy from HR.,False,False
286,2024-01-20 20:15:12,2024-01-21 12:11:01.345107027,2024-01-22 05:31:48.825856197,P4,closed,email,5,10,Operations,business-apps,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Rebecca from Sales.,False,False
287,2024-01-20 20:16:56,2024-01-20 22:00:45.246020364,2024-01-20 23:30:50.472285286,P2,resolved,phone,4,6,HR,saas,Email quarantine released but message still missing.,Email quarantine released but message still missing. Reported by Meghan from Sales.,False,False
288,2024-01-20 20:37:26,2024-01-21 08:47:37.025295190,2024-01-22 08:45:52.746648681,P4,resolved,email,5,9,IT,business-apps,Procurement team reports ERP attachments missing.,Procurement team reports ERP attachments missing. Reported by Christopher from Operations.,False,False
289,2024-01-20 21:39:24,2024-01-21 02:14:40.236875540,2024-01-21 12:26:48.812081826,P3,resolved,email,7,2,HR,security,Excel add-in blocked by security policy.,Excel add-in blocked by security policy. Reported by Rodney from Finance.,False,False
290,2024-01-20 22:01:50,2024-01-21 10:57:27.038626605,2024-01-22 19:55:20.517697727,P4,resolved,chat,4,9,Operations,saas,BitLocker recovery key prompt appears at boot.,BitLocker recovery key prompt appears at boot. Reported by Joshua from Finance.,False,False
291,2024-01-21 04:43:29,2024-01-21 05:27:12.511460445,2024-01-21 10:45:25.324691332,P2,resolved,chat,4,3,Warehouse,saas,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Adam from Warehouse.,False,False
292,2024-01-21 07:54:38,2024-01-21 18:11:59.563947208,2024-01-22 20:15:52.513281401,P4,resolved,phone,2,8,Warehouse,endpoint,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Kellie from Warehouse.,False,False
293,2024-01-21 08:50:56,2024-01-21 16:41:58.217562131,2024-01-22 00:19:43.968022247,P3,resolved,portal,4,6,IT,saas,CEO calendar delegate can no longer edit events.,CEO calendar delegate can no longer edit events. Reported by Dana from HR.,False,False
294,2024-01-21 09:32:34,2024-01-22 01:01:58.252537858,2024-01-24 05:33:19.316416272,P4,resolved,phone,4,7,Operations,saas,ERP purchase order screen timing out for AP team.,ERP purchase order screen timing out for AP team. Reported by Jose from Finance.,True,False
295,2024-01-21 11:24:39,2024-01-21 12:45:06.858501916,2024-01-22 07:41:01.698523704,P3,resolved,email,2,1,HR,endpoint,Print queue stalled for shipping label batch.,Print queue stalled for shipping label batch. Reported by Joyce from Warehouse.,False,False
296,2024-01-21 14:35:24,2024-01-21 17:28:09.125548633,2024-01-21 20:18:46.004360684,P2,resolved,chat,8,6,Finance,voice,Email search indexing incomplete after migration.,Email search indexing incomplete after migration. Reported by Andrea from HR.,False,False
297,2024-01-21 15:51:49,2024-01-21 20:40:53.916169724,2024-01-22 06:15:11.916807264,P3,resolved,email,7,1,Warehouse,security,Citrix launch freezes on black screen.,Citrix launch freezes on black screen. Reported by Ronald from HR.,False,False
298,2024-01-21 16:10:15,2024-01-21 18:29:53.444665706,2024-01-21 18:19:55.703645984,P2,resolved,phone,3,6,IT,network,Email signatures disappeared for sales team.,Email signatures disappeared for sales team. Reported by Alec from Sales.,False,False
299,2024-01-21 16:33:23,2024-01-22 09:16:35.622914696,2024-01-24 06:56:50.318780463,P4,resolved,chat,8,5,HR,voice,Warehouse RF gun drops Wi-Fi in aisle B.,Warehouse RF gun drops Wi-Fi in aisle B. Reported by Charles from Finance.,False,False
300,2024-01-21 19:16:28,2024-01-21 19:50:51.370084411,2024-01-21 21:41:17.085777595,P2,resolved,chat,3,3,Finance,network,New contractor needs temporary access to WMS.,New contractor needs temporary access to WMS. Reported by Nicole from Finance.,False,False
301,2024-01-21 19:32:52,2024-01-22 00:27:01.213164928,2024-01-22 09:12:48.741062867,P3,resolved,portal,4,5,IT,saas,Barcode labels printing with incorrect dimensions.,Barcode labels printing with incorrect dimensions. Reported by Rebecca from Operations.,False,False
302,2024-01-21 19:54:03,2024-01-22 09:09:11.473345491,2024-01-24 03:50:32.615680399,P4,resolved,email,2,3,HR,endpoint,Scanner cradle not charging overnight.,Scanner cradle not charging overnight. Reported by Amy from Sales.,False,False
303,2024-01-21 20:20:06,2024-01-21 21:48:09.500713837,2024-01-22 18:00:03.625400426,P3,resolved,portal,5,1,Operations,business-apps,Suspicious login alert triggered for finance user.,Suspicious login alert triggered for finance user. Reported by Mary from HR.,True,False
304,2024-01-21 21:21:51,2024-01-22 02:56:20.715769423,,P3,in_progress,email,4,1,Warehouse,saas,ERP role request approved but not applied.,ERP role request approved but not applied. Reported by Brandi from Operations.,False,False
